time,A0 (RED),A1 (PURPLE),A2 (YELLOW),A3 (BLACK)
1.6459028720855713,382,283,110,148
1.693885087966919,382,282,110,148
1.7579708099365234,382,282,110,147
1.8055109977722168,382,282,110,147
1.853341817855835,382,283,110,147
1.9020295143127441,382,282,110,147
1.9493346214294434,382,282,109,147
2.0134260654449463,382,282,109,147
2.0616207122802734,382,282,109,147
2.1091527938842773,382,282,109,147
2.158111095428467,381,283,109,147
2.2061944007873535,382,282,109,147
2.2542474269866943,381,282,109,147
2.3180813789367676,382,282,110,147
2.3651123046875,381,282,109,147
2.41342830657959,381,282,109,147
2.4614319801330566,381,282,109,147
2.509993314743042,381,282,109,148
2.573798894882202,381,282,110,147
2.6217164993286133,381,283,109,148
2.6695525646209717,381,282,110,147
2.718174457550049,381,282,110,147
2.765733242034912,381,282,109,147
2.8293166160583496,381,282,109,147
2.877873420715332,381,282,109,147
2.925222396850586,381,282,109,147
2.9729793071746826,381,282,109,147
3.0216259956359863,381,282,110,147
3.0858733654022217,381,282,109,147
3.1334991455078125,381,282,109,147
3.1820709705352783,381,282,109,147
3.229581117630005,381,282,110,147
3.2771737575531006,381,282,109,147
3.3417611122131348,381,282,109,147
3.389342784881592,381,282,109,147
3.437866449356079,381,282,110,147
3.4854204654693604,381,282,109,147
3.5334060192108154,381,282,109,147
3.5813076496124268,381,282,109,147
3.645876407623291,381,282,110,147
3.693402051925659,381,282,110,147
3.741995096206665,381,282,109,146
3.78961443901062,381,282,109,147
3.8372857570648193,381,282,110,147
3.901106119155884,381,282,109,147
3.9498302936553955,381,282,109,146
3.997537136077881,381,282,109,147
4.045159339904785,381,282,109,147
4.0932605266571045,381,282,110,146
4.157895565032959,381,282,109,147
4.205618143081665,381,282,109,147
4.253154516220093,381,282,110,146
4.301074743270874,381,282,109,147
4.349798917770386,381,282,109,147
4.413548707962036,381,282,110,147
4.461104869842529,381,282,110,147
4.509662866592407,381,282,109,147
4.557858228683472,381,282,109,147
4.605581998825073,381,282,109,147
4.668932199478149,381,282,110,147
4.716951608657837,381,282,109,147
4.765020132064819,381,282,111,146
4.813783884048462,381,282,110,147
4.861447095870972,381,282,109,147
4.908976793289185,381,282,109,147
4.973121643066406,381,281,109,147
5.021750211715698,381,282,109,147
5.069774150848389,381,281,109,147
5.1173248291015625,381,281,109,147
5.165893793106079,381,282,109,146
5.22891902923584,381,281,109,147
5.277513027191162,381,281,109,147
5.32524847984314,381,281,109,147
5.373777389526367,381,282,109,147
5.421796083450317,381,281,109,147
5.485039472579956,380,281,109,147
5.533201694488525,381,281,109,146
5.581757068634033,381,282,109,147
5.629276514053345,381,281,109,147
5.677865743637085,381,281,109,146
5.74151349067688,381,281,108,147
5.789422512054443,381,282,109,147
5.837071895599365,381,282,109,147
5.884894847869873,380,281,109,147
5.93349027633667,380,281,110,146
5.997111558914185,380,281,109,145
6.045538902282715,380,281,109,147
6.093156337738037,380,281,110,146
6.141266107559204,380,281,110,146
6.189099073410034,380,281,109,146
6.237732887268066,380,281,109,147
6.300966739654541,380,281,109,146
6.349176406860352,380,281,109,145
6.397727966308594,380,281,109,146
6.445383548736572,380,281,109,147
6.492992401123047,380,281,109,147
6.556716680526733,380,281,109,147
6.60483193397522,380,281,109,147
6.653581857681274,380,281,109,147
6.7013373374938965,380,281,109,147
6.748995542526245,380,281,109,147
6.8127663135528564,380,281,110,147
6.861516952514648,380,281,109,147
6.909130811691284,380,281,108,147
6.956974029541016,380,280,109,146
7.005630970001221,380,281,109,146
7.0694029331207275,380,282,109,148
7.11691951751709,380,281,108,146
7.1655590534210205,380,281,109,146
7.2130656242370605,380,281,109,146
7.260941743850708,380,280,109,146
7.309617757797241,380,280,109,146
7.3724541664123535,380,281,108,146
7.421197414398193,380,281,109,147
7.468853712081909,380,281,109,146
7.517362594604492,380,281,109,146
7.5651185512542725,380,281,109,147
7.629143476486206,380,281,109,146
7.677187919616699,380,281,109,146
7.725302457809448,380,281,109,146
7.773128271102905,380,281,109,147
7.8206987380981445,380,281,109,146
7.884807586669922,380,281,108,146
7.93280291557312,380,281,108,146
7.981094837188721,380,281,109,146
8.02920126914978,380,281,109,146
8.076819896697998,380,281,109,147
8.14108681678772,380,280,109,147
8.188608407974243,380,281,109,146
8.237109661102295,380,281,108,146
8.284706115722656,380,281,109,146
8.332813501358032,380,281,109,146
8.396870136260986,380,281,109,146
8.445210456848145,380,280,108,146
8.492756843566895,380,280,109,146
8.541382789611816,380,280,109,146
8.589230060577393,380,281,109,147
8.636144638061523,380,280,109,146
8.701214790344238,380,281,109,146
8.749378681182861,380,280,108,146
8.796915769577026,380,280,109,147
8.845486402511597,379,280,108,146
8.893015623092651,379,280,109,146
8.957193613052368,380,280,109,146
9.004477500915527,379,280,110,146
9.053045988082886,379,281,109,146
9.100574016571045,379,280,108,146
9.148845434188843,379,280,109,146
9.213124752044678,379,280,108,146
9.260335445404053,379,280,109,146
9.308867931365967,379,280,109,146
9.35743522644043,379,280,109,146
9.40498161315918,379,280,109,146
9.468525409698486,379,280,108,146
9.51715612411499,379,280,110,147
9.564905881881714,379,280,109,146
9.613343715667725,379,280,109,146
9.660947322845459,379,280,109,146
9.724480628967285,379,280,109,146
9.77306580543518,379,280,109,146
9.82057523727417,379,280,109,146
9.869168043136597,379,280,109,146
9.916714191436768,379,280,109,146
9.964456558227539,379,280,109,146
10.029089212417603,379,280,109,146
10.07649040222168,379,280,108,146
10.125023126602173,379,280,108,146
10.17262315750122,379,280,108,145
10.221123456954956,379,280,108,146
10.284812450408936,379,280,108,146
10.332215309143066,379,280,108,146
10.380786180496216,379,279,108,145
10.428228616714478,379,279,108,145
10.476410865783691,379,278,108,146
10.540956735610962,378,279,108,144
10.58893370628357,379,278,108,145
10.636953830718994,379,278,108,146
10.684680700302124,379,277,108,145
10.732689380645752,379,277,108,145
10.796748399734497,379,278,108,145
10.844796657562256,379,278,108,145
10.89282488822937,379,278,108,145
10.940829515457153,379,278,107,145
10.988954305648804,379,278,107,146
11.037006616592407,379,278,108,146
11.100036859512329,379,278,108,145
11.148304224014282,379,279,107,146
11.196070671081543,379,278,108,146
11.245073318481445,379,278,108,145
11.292165517807007,379,278,107,146
11.356610774993896,379,278,108,146
11.404077529907227,379,279,108,145
11.452764987945557,379,279,108,145
11.50046992301941,379,279,107,145
11.548470973968506,379,279,108,145
11.612316370010376,379,279,108,145
11.660953998565674,379,279,108,145
11.709229707717896,379,279,107,145
11.757009267807007,379,279,108,145
11.804563522338867,379,279,108,145
11.868337631225586,379,279,107,145
11.916746377944946,379,279,108,145
11.964266300201416,378,279,108,145
12.012842893600464,379,279,108,146
12.060421705245972,378,279,108,145
12.123975992202759,378,279,108,145
12.172190189361572,379,279,108,145
12.220690965652466,378,279,108,145
12.268298625946045,378,279,108,145
12.316826343536377,378,279,108,145
12.364859819412231,378,278,108,145
12.428410768508911,378,279,107,145
12.476571083068848,378,278,107,145
12.524084329605103,378,278,107,145
12.57268214225769,378,278,107,145
12.62020206451416,378,278,106,145
12.684061050415039,378,278,106,145
12.732062101364136,378,278,106,145
12.780603885650635,377,277,106,145
12.828124046325684,377,278,107,144
12.876692533493042,377,278,106,145
12.940249681472778,377,278,107,145
12.988313674926758,377,278,106,145
13.03632402420044,378,278,106,145
13.084155797958374,381,278,106,145
13.13239574432373,381,278,106,145
13.196476936340332,384,279,105,145
13.244493007659912,384,278,106,145
13.292595386505127,393,278,106,145
13.34059453010559,390,278,106,145
13.388553619384766,389,278,106,145
13.452560901641846,404,278,106,145
13.500218391418457,407,278,106,145
13.548209428787231,403,278,106,145
13.596689224243164,408,278,106,145
13.644696474075317,418,278,106,144
13.692806243896484,407,278,106,145
13.755914449691772,403,278,106,145
13.804351568222046,441,278,106,145
13.85248589515686,441,279,106,144
13.90074634552002,458,278,106,145
13.947849988937378,440,278,106,144
14.01195502281189,430,278,106,145
14.060006380081177,444,278,106,144
14.108244895935059,423,277,106,144
14.156253814697266,412,277,106,144
14.204392194747925,407,276,106,145
14.267951726913452,428,277,106,144
14.316508531570435,418,278,106,144
14.364262342453003,409,279,106,145
14.412000179290771,420,279,106,144
14.460019588470459,419,279,106,144
14.524293184280396,412,279,106,144
14.571685075759888,447,278,105,144
14.620245933532715,430,277,106,144
14.667821407318115,417,276,106,144
14.716393947601318,450,275,105,145
14.78000521659851,428,273,105,144
14.828533172607422,414,273,105,144
14.876140117645264,453,272,105,144
14.923699378967285,443,272,105,144
14.972203731536865,425,272,106,144
15.01972246170044,453,272,105,144
15.084325790405273,425,273,105,144
15.131855010986328,414,273,105,144
15.180440187454224,458,273,106,144
15.227998495101929,429,273,105,144
15.276577234268188,460,273,106,144
15.340239524841309,432,273,106,143
15.388338327407837,429,273,105,144
15.436371803283691,507,273,106,144
15.484691858291626,464,273,105,144
15.532408475875854,435,274,105,144
15.596430778503418,535,274,106,143
15.644431829452515,483,275,107,144
15.691890954971313,469,276,106,143
15.739643573760986,506,278,107,144
15.787832021713257,471,278,106,143
15.851813793182373,553,280,108,143
15.899875164031982,496,281,107,143
15.947858333587646,468,282,107,144
15.995959520339966,502,282,107,143
16.044198513031006,484,283,107,143
16.091793298721313,557,284,107,143
16.155808687210083,508,284,107,143
16.2037513256073,473,286,106,143
16.251749992370605,529,286,107,141
16.299827337265015,509,286,107,143
16.347994089126587,606,287,106,143
16.411625862121582,530,287,106,143
16.45967936515808,493,286,107,143
16.508044958114624,534,286,107,143
16.55604887008667,493,287,105,143
16.60405707359314,586,287,107,143
16.668122053146362,534,287,107,143
16.715671062469482,523,286,106,142
16.763762950897217,529,287,107,143
16.81182837486267,487,287,107,143
16.859917402267456,548,287,107,143
16.923432111740112,495,287,106,143
16.97231936454773,482,287,107,143
17.019623041152954,537,287,107,143
17.067548036575317,485,287,107,143
17.115973234176636,520,287,107,143
17.179964542388916,476,287,107,143
17.227638721466064,462,288,107,143
17.276166915893555,509,287,107,144
17.32427215576172,481,288,107,143
17.37230610847473,474,287,107,143
17.41955065727234,468,288,107,143
17.483767986297607,454,288,108,144
17.531517267227173,560,288,108,143
17.579566478729248,500,288,107,143
17.627774238586426,475,288,107,143
17.675899267196655,545,289,108,143
17.739637851715088,497,288,108,143
17.78815221786499,551,288,107,143
17.83587336540222,492,288,107,143
17.88433313369751,468,288,108,143
17.93186068534851,516,288,108,143
17.996118545532227,470,288,107,144
18.044030904769897,463,287,108,143
18.09218668937683,524,288,107,143
18.13983678817749,478,288,108,143
18.18807053565979,530,288,108,143
18.251638650894165,485,288,107,143
18.299876928329468,471,288,108,144
18.347290754318237,518,288,108,143
18.39601182937622,483,288,108,143
18.44398808479309,469,288,107,143
18.508100748062134,504,288,108,143
18.55553698539734,471,288,108,143
18.603554725646973,518,288,108,143
18.651615142822266,468,288,108,144
18.699835538864136,440,288,106,143
18.74785041809082,477,288,108,143
18.811505794525146,464,288,108,143
18.859509468078613,452,288,108,143
18.907599210739136,523,288,107,143
18.955687761306763,497,288,108,143
19.003974199295044,531,288,108,143
19.06785798072815,493,288,107,143
19.115301370620728,468,288,107,143
19.163301944732666,511,288,107,143
19.212074518203735,482,288,107,143
19.260215520858765,473,288,107,143
19.3233060836792,536,288,107,143
19.371351718902588,505,288,107,143
19.419326543807983,561,288,107,143
19.46740174293518,496,288,107,143
19.515716314315796,460,288,107,143
19.579638719558716,499,288,106,143
19.627464532852173,475,288,106,143
19.675468921661377,532,288,107,143
19.723508834838867,513,288,107,143
19.77149200439453,498,288,107,143
19.83522891998291,557,288,107,143
19.88333296775818,518,288,107,143
19.93114924430847,607,288,107,143
19.9791476726532,523,288,106,143
20.02721929550171,500,289,106,143
20.075228691101074,529,288,107,143
20.139273405075073,497,288,107,143
20.187283039093018,575,288,107,143
20.23587989807129,507,288,107,143
20.283881664276123,487,288,107,143
20.331908702850342,536,288,107,143
20.39502716064453,495,288,106,144
20.443037033081055,617,288,107,143
20.491551876068115,539,288,107,143
20.540075063705444,498,288,107,142
20.58709692955017,578,288,107,143
20.65116572380066,509,288,107,143
20.699333906173706,582,288,107,143
20.747231245040894,524,289,107,144
20.795573472976685,483,288,107,143
20.84359097480774,539,288,107,143
20.907734632492065,500,288,106,142
20.95573353767395,569,288,107,143
21.003413677215576,530,288,107,143
21.051412105560303,612,289,107,143
21.099170684814453,545,288,107,143
21.147078275680542,504,288,107,143
21.21119785308838,575,288,107,143
21.25956916809082,522,288,107,143
21.307620525360107,595,288,107,143
21.355637073516846,518,288,107,142
21.403780937194824,486,288,107,142
21.467782497406006,562,288,106,143
21.515669107437134,522,288,106,143
21.563666343688965,628,288,106,143
21.6114718914032,558,289,107,143
21.659464597702026,670,288,107,143
21.723366737365723,561,288,106,143
21.771371603012085,509,288,107,142
21.819586515426636,570,288,107,143
21.867205381393433,512,288,107,143
21.915910482406616,580,288,107,142
21.978901386260986,516,288,107,143
22.027051210403442,547,288,107,142
22.07508683204651,542,288,106,142
22.12325620651245,511,288,107,142
22.1711483001709,589,288,107,142
22.235400199890137,526,288,107,142
22.283000946044922,607,288,107,142
22.330738067626953,524,288,107,143
22.37972116470337,492,288,107,143
22.42682647705078,531,288,107,142
22.474820375442505,499,288,106,142
22.5389142036438,588,287,106,142
22.586943864822388,519,288,106,142
22.63502788543701,483,287,106,142
22.683919429779053,565,288,106,143
22.731478691101074,523,287,107,143
22.795515060424805,573,287,106,142
22.843297243118286,507,287,106,142
22.89130473136902,480,287,107,143
22.939412117004395,536,287,106,142
22.98752474784851,513,287,106,142
23.05115509033203,594,286,106,142
23.0981867313385,525,286,105,143
23.14695119857788,550,286,106,142
23.194960117340088,524,286,106,142
23.242983102798462,505,286,106,142
23.307322025299072,571,286,106,142
23.355320930480957,521,286,106,142
23.40355610847473,657,286,105,142
23.451570510864258,567,285,105,142
23.498814821243286,678,286,106,143
23.562845945358276,581,286,106,142
23.61091136932373,526,286,107,142
23.658916473388672,593,286,106,143
23.707712650299072,529,286,106,142
23.754831790924072,607,286,106,142
23.803650617599487,546,286,106,142
23.867332458496094,631,286,106,142
23.91492748260498,555,286,107,142
23.96293616294861,565,286,106,142
24.011012077331543,566,286,106,142
24.05900764465332,515,286,107,142
24.123173475265503,572,286,107,142
24.171257972717285,506,285,107,143
24.219528198242188,529,286,107,143
24.267516613006592,501,286,108,142
24.31521439552307,488,286,107,143
24.379231691360474,562,286,108,141
24.42634677886963,515,286,108,142
24.475364446640015,655,286,107,142
24.52327251434326,541,286,108,143
24.5707905292511,484,286,107,143
24.63444757461548,538,286,107,143
24.68343210220337,506,286,107,143
24.730555295944214,609,286,107,142
24.778547048568726,531,286,107,142
24.826517820358276,502,286,107,142
24.875516891479492,527,286,107,142
24.938612699508667,500,286,107,142
24.986613988876343,585,286,107,142
25.03468155860901,510,286,106,142
25.08268117904663,482,286,106,142
25.130754232406616,528,286,107,142
25.194767236709595,493,286,106,142
25.242783069610596,605,286,106,142
25.29081416130066,545,286,107,142
25.33886432647705,641,286,106,142
25.38748335838318,536,286,106,142
25.450523376464844,502,286,106,142
25.498546600341797,548,286,106,142
25.54659080505371,495,286,106,142
25.594600677490234,533,286,106,143
25.64242172241211,500,285,106,142
25.70705795288086,468,286,106,142
25.75455331802368,542,286,106,142
25.80309295654297,493,285,106,142
25.850720405578613,498,286,106,142
25.89885139465332,483,286,106,142
25.962903261184692,471,285,106,143
26.01046371459961,557,285,106,142
26.05901336669922,535,285,106,142
26.106578588485718,637,285,106,142
26.15519905090332,569,285,106,142
26.20211696624756,498,285,106,142
26.26680326461792,536,285,106,142
26.31494951248169,490,285,106,143
26.36296319961548,586,285,106,142
26.410504817962646,509,285,106,142
26.459070444107056,479,284,106,142
26.522990942001343,547,285,106,142
26.570891618728638,531,284,106,142
26.618995428085327,642,285,105,142
26.66699457168579,543,284,106,143
26.715118408203125,499,284,105,142
26.77863645553589,520,283,105,142
26.8263099193573,494,283,106,142
26.87429642677307,534,282,106,143
26.923126935958862,513,282,106,143
26.971378087997437,470,282,106,142
27.03459405899048,504,281,106,143
27.08259654045105,470,281,107,142
27.13051462173462,559,280,106,143
27.17851209640503,477,280,106,143
27.226929903030396,458,279,107,142
27.29094624519348,505,279,107,143
27.338069915771484,461,278,106,143
27.387054443359375,468,278,107,143
27.434369802474976,520,278,107,143
27.482277870178223,494,278,107,143
27.53068518638611,582,278,107,142
27.594160318374634,517,278,107,143
27.642252683639526,617,278,106,143
27.69023609161377,520,278,107,143
27.73893404006958,485,278,107,143
27.787034034729004,540,278,106,143
27.8505117893219,481,278,106,143
27.8987238407135,578,278,107,143
27.94670343399048,527,278,107,142
27.99471163749695,473,279,106,143
28.042569637298584,519,279,106,143
28.106423377990723,483,279,106,143
28.153969287872314,591,280,106,142
28.202998638153076,511,280,106,143
28.250046968460083,476,279,106,142
28.299031972885132,522,280,106,142
28.362756729125977,477,279,106,144
28.41030478477478,561,280,106,143
28.458816528320312,519,280,106,142
28.50682234764099,496,281,106,143
28.554382801055908,537,280,106,143
28.61891222000122,491,280,106,143
28.665963411331177,570,280,106,142
28.714510202407837,499,280,106,142
28.763020992279053,477,280,106,142
28.81061029434204,535,280,106,142
28.85817003250122,491,280,106,142
28.92210626602173,571,281,106,142
28.970603942871094,504,280,106,142
29.018168449401855,473,280,106,142
29.066675424575806,559,280,106,143
29.114498138427734,495,280,106,143
29.17801833152771,524,280,106,142
29.226563930511475,493,281,105,143
29.27420997619629,479,280,106,142
29.322632312774658,579,281,106,143
29.37018394470215,510,280,105,142
29.434004545211792,622,280,106,143
29.48201894760132,536,280,106,142
29.53027653694153,486,281,106,142
29.578269958496094,533,281,106,142
29.626869440078735,483,281,106,143
29.6904137134552,562,281,107,142
29.73806142807007,513,281,106,142
29.78628444671631,480,281,107,142
29.83435368537903,519,281,107,142
29.88236975669861,492,281,107,142
29.93092441558838,505,281,107,142
29.99437975883484,511,281,106,142
30.042490482330322,474,281,107,143
30.090100288391113,534,281,106,142
30.13811731338501,479,281,106,143
30.186115741729736,459,281,107,142
30.25047516822815,516,281,107,142
30.297966957092285,478,281,106,143
30.345946788787842,566,281,107,143
30.393950939178467,498,281,107,143
30.442609786987305,462,281,107,142
30.50645685195923,538,281,107,142
30.554046869277954,504,281,106,142
30.602163791656494,578,281,107,142
30.65024709701538,517,281,106,142
30.69836735725403,470,281,107,142
30.762519359588623,498,281,107,142
30.81002712249756,473,281,106,142
30.858479738235474,489,280,107,142
30.90656590461731,482,281,107,142
30.954007625579834,453,281,107,142
31.018465757369995,514,280,106,142
31.06595492362976,470,280,107,142
31.114481925964355,449,281,106,143
31.16220760345459,470,281,106,142
31.210642099380493,446,280,106,143
31.25796604156494,439,281,106,142
31.321773767471313,491,280,106,141
31.37051272392273,451,280,106,142
31.418150901794434,430,280,106,142
31.46591281890869,468,281,106,142
31.51437258720398,448,281,106,142
31.577799081802368,492,281,106,142
31.62626361846924,477,281,106,142
31.673802137374878,452,281,106,142
31.722126483917236,496,280,105,142
31.770443439483643,454,281,105,142
31.833991289138794,429,281,105,141
31.881767511367798,461,281,105,143
31.93039035797119,434,281,105,142
31.978010177612305,418,281,105,142
32.02565336227417,475,281,105,142
32.090338706970215,458,280,106,141
32.13769602775574,451,280,105,142
32.18637156486511,491,280,105,142
32.234171628952026,479,280,105,141
32.28234910964966,505,280,105,141
32.345710039138794,492,280,105,142
32.393850326538086,459,281,106,142
32.44138836860657,505,280,104,141
32.48998260498047,479,281,105,141
32.53787565231323,435,281,105,142
32.58656692504883,462,281,105,141
32.6503849029541,448,280,104,141
32.698516845703125,433,280,105,141
32.74561619758606,467,281,105,141
32.79463839530945,455,280,105,142
32.842076539993286,436,280,105,142
32.90560460090637,477,280,105,142
32.95389723777771,458,281,105,142
33.00180625915527,547,281,105,142
33.04974675178528,476,281,104,142
33.0977566242218,462,281,105,142
33.16190242767334,529,281,105,142
33.209919691085815,484,281,105,142
33.25802278518677,525,281,105,142
33.30601906776428,495,281,105,142
33.35390281677246,477,281,105,142
33.41743803024292,565,281,105,142
33.4659788608551,486,281,105,142
33.513490200042725,538,282,105,142
33.56140470504761,556,282,104,141
33.609453439712524,518,281,105,142
33.6580011844635,572,282,105,142
33.72201919555664,524,281,105,141
33.769739389419556,569,281,105,142
33.81829810142517,494,281,105,141
33.865623235702515,475,281,105,141
33.91422438621521,512,281,104,141
33.977747440338135,466,281,105,141
34.02539920806885,485,282,105,142
34.07412505149841,475,281,105,142
34.12164926528931,449,281,105,142
34.1701819896698,494,281,105,142
34.23331880569458,457,281,105,142
34.28140473365784,439,281,105,142
34.330246925354004,489,281,104,141
34.37778830528259,481,281,105,142
34.42634558677673,457,281,104,141
34.48988342285156,491,282,105,141
34.5380334854126,477,281,105,142
34.585693359375,490,281,104,141
34.63402843475342,474,282,105,141
34.68165445327759,440,282,105,142
34.74511528015137,459,282,105,142
34.79388117790222,444,281,104,141
34.84177541732788,441,280,105,142
34.88960862159729,510,278,105,141
34.9381468296051,465,277,104,141
34.98626208305359,445,277,104,141
35.04978036880493,508,277,104,142
35.09740447998047,473,276,104,142
35.14595007896423,458,276,104,141
35.19341850280762,517,276,104,141
35.24144530296326,478,276,103,141
35.30507445335388,529,275,104,141
35.35323905944824,462,275,103,141
35.402058362960815,435,275,103,141
35.449912786483765,493,275,103,141
35.49752950668335,456,274,104,141
35.56100058555603,450,274,104,141
35.610106229782104,474,274,104,141
35.65767693519592,463,273,103,141
35.705578088760376,519,274,105,141
35.75426459312439,486,274,103,141
35.81785011291504,454,273,103,141
35.86555862426758,506,273,104,142
35.913575649261475,466,274,104,141
35.96143341064453,453,273,103,141
36.009546518325806,494,273,103,141
36.07383751869202,468,273,103,141
36.12155795097351,555,273,103,141
36.1699857711792,485,273,103,138
36.217713832855225,468,273,104,141
36.26563906669617,516,274,103,141
36.31376504898071,475,273,103,141
36.377055168151855,476,274,103,141
36.42582106590271,519,274,103,141
36.47354340553284,502,274,103,141
36.521259784698486,570,274,104,141
36.56989336013794,497,274,103,141
36.633726596832275,572,275,104,140
36.6813063621521,505,275,103,141
36.729429960250854,466,275,103,140
36.777554512023926,517,275,103,141
36.825475215911865,464,275,104,141
36.88916277885437,446,275,103,141
36.93789482116699,511,275,104,141
36.98564553260803,482,275,103,141
37.03341460227966,544,275,103,141
37.0809862613678,495,275,103,140
37.14482259750366,458,275,103,141
37.193352699279785,514,275,103,141
37.2411835193634,478,275,103,141
37.28969717025757,593,275,104,140
37.33779048919678,537,275,103,141
37.400951862335205,499,275,103,141
37.44974160194397,550,275,103,141
37.49726605415344,504,275,104,141
37.545100927352905,590,275,104,141
37.59357142448425,549,276,103,142
37.64113187789917,621,275,104,141
37.70567178726196,525,275,104,141
37.75342607498169,480,275,104,141
37.80092811584473,525,275,103,140
37.849581480026245,493,275,104,140
37.89732098579407,550,275,104,140
37.96128010749817,516,275,104,141
38.00903272628784,483,275,104,140
38.05773067474365,534,275,103,141
38.10486459732056,472,275,104,140
38.15371823310852,558,275,104,140
38.21744728088379,480,275,103,141
38.26498460769653,464,275,104,140
38.31303858757019,505,275,104,141
38.36161708831787,501,275,103,140
38.409480571746826,597,274,103,141
38.47300624847412,511,275,104,140
38.52150535583496,471,275,104,140
38.56980323791504,529,275,103,140
38.61691975593567,485,275,103,140
38.66542196273804,597,275,104,140
38.71327757835388,495,275,103,140
38.77743864059448,454,275,103,141
38.82500863075256,495,275,104,140
38.87354254722595,454,275,103,140
38.92157435417175,434,274,103,140
38.968915939331055,475,274,104,140
39.03303289413452,447,275,103,140
39.081565141677856,444,275,103,140
39.1291069984436,490,274,103,140
39.17723321914673,469,275,103,140
39.22498083114624,519,274,103,140
39.289504528045654,469,274,104,140
39.33709120750427,462,275,103,140
39.38525390625,522,275,104,140
39.43284845352173,499,275,104,141
39.481383323669434,603,274,104,140
39.54537057876587,525,274,104,140
39.593032121658325,526,274,104,140
39.64059638977051,514,274,104,141
39.68924617767334,477,274,104,141
39.73688244819641,538,274,104,140
39.80140423774719,483,274,104,141
39.84894895553589,447,274,104,142
39.89711022377014,485,274,104,141
39.94462060928345,462,274,104,141
39.99345397949219,597,274,105,141
40.04117560386658,525,274,104,141
40.104907751083374,474,274,104,141
40.153443813323975,497,275,105,142
40.201130867004395,456,275,105,141
40.24889612197876,453,274,105,141
40.29763650894165,479,274,105,141
40.360952854156494,445,274,105,141
40.40931797027588,526,274,105,141
40.45705485343933,467,274,105,141
40.504650592803955,451,275,104,141
